,Open,High,Low,Close,Volume
2020-08-03,384.0,401.0,378.0,390.0,7947840
2020-08-04,391.5,398.5,386.0,398.0,5134138
2020-08-05,405.5,412.0,399.0,400.0,7085776
2020-08-06,400.0,432.0,400.0,427.5,10661625
2020-08-07,421.5,429.5,400.0,400.5,9629502
2020-08-10,401.5,412.0,400.0,404.0,4445136
2020-08-11,407.0,420.0,404.5,408.5,5410888
2020-08-12,406.5,407.5,390.5,392.5,5100935
2020-08-13,396.0,402.5,391.0,392.5,4526995
2020-08-14,390.5,407.0,390.5,406.5,4839784
2020-08-17,409.5,415.0,400.0,410.0,2955141
2020-08-18,402.0,405.0,382.0,388.5,9346268
2020-08-19,396.0,406.0,393.5,402.5,5173635
2020-08-20,398.0,400.0,368.0,373.0,10035436
2020-08-21,382.0,389.5,371.0,377.0,6679070
2020-08-24,381.0,393.0,375.5,393.0,3470663
2020-08-25,396.0,403.0,392.5,397.0,3485708
2020-08-26,398.5,401.0,392.0,397.0,2730448
2020-08-27,400.0,403.0,390.0,390.0,2839297
2020-08-28,385.0,390.0,381.0,388.5,2164869
2020-08-31,396.0,398.0,380.0,380.0,3699830
2020-09-01,377.5,388.0,376.0,387.5,3652809
2020-09-02,394.0,398.5,388.0,392.0,3187016
2020-09-03,397.0,402.0,394.0,400.0,4513815
2020-09-04,390.5,395.0,378.0,381.5,6300711
2020-09-07,391.0,395.0,379.0,381.5,4484859
2020-09-08,381.0,382.5,367.0,370.0,7111369
2020-09-09,370.0,372.0,355.0,356.0,6520786
2020-09-10,361.5,366.0,355.0,359.5,4326161
2020-09-11,359.5,368.0,357.5,366.0,4261180
2020-09-14,373.0,373.0,365.0,372.0,3943274
2020-09-15,373.0,373.0,363.5,366.5,3453296
2020-09-16,369.0,380.0,368.0,375.5,8005857
2020-09-17,372.5,378.5,369.0,370.5,3525851
2020-09-18,374.0,382.0,373.5,382.0,5840820
2020-09-21,378.5,381.0,373.0,374.5,3116354
2020-09-22,374.5,374.5,367.0,370.5,3063035
2020-09-23,372.5,377.0,371.5,374.5,2856491
2020-09-24,371.5,374.0,363.0,365.5,3009523
2020-09-25,367.0,369.0,349.0,351.5,4279714
2020-09-28,353.5,371.0,352.5,367.0,5181915
2020-09-29,375.0,375.0,366.0,367.0,2237368
2020-09-30,370.0,372.0,362.0,368.5,2923568
2020-10-05,372.0,376.0,366.5,368.0,2841131
2020-10-06,374.0,374.5,370.5,373.5,2361842
2020-10-07,374.0,381.0,372.0,379.0,3098507
2020-10-08,383.5,386.5,375.0,380.5,4791266
2020-10-12,386.5,401.5,385.0,394.5,8732685
2020-10-13,391.0,396.0,387.0,390.5,3380883
2020-10-14,388.5,389.5,381.0,382.0,3561877
2020-10-15,379.0,381.5,374.0,378.0,3191250
2020-10-16,374.5,380.0,372.5,374.0,2007446
2020-10-19,376.0,378.5,372.0,375.0,1764143
2020-10-20,377.5,380.0,372.5,376.5,1653750
2020-10-21,379.0,379.0,373.5,375.5,1588395
2020-10-22,374.0,374.0,360.0,364.5,5620301
2020-10-23,369.5,370.5,363.0,365.0,2599526
2020-10-26,368.5,369.5,363.0,364.0,1533609
2020-10-27,361.0,366.0,358.0,365.5,1749607
2020-10-28,363.0,366.0,360.5,364.0,1571436
2020-10-29,359.0,359.5,355.0,359.0,1476858
2020-10-30,357.5,358.0,355.0,355.5,1800956
2020-11-02,352.0,355.0,344.5,348.0,3755105
2020-11-03,348.0,358.0,348.0,353.5,3143419
2020-11-04,353.5,359.5,342.0,358.5,7096865
2020-11-05,356.5,357.0,352.5,353.0,3734263
2020-11-06,353.0,368.0,353.0,361.5,5052141
2020-11-09,362.5,372.0,360.5,362.0,3844320
2020-11-10,362.0,367.0,346.0,348.5,7527581
2020-11-11,348.5,351.5,344.0,348.0,8297633
2020-11-12,350.0,356.0,349.0,353.0,3617318
2020-11-13,352.5,363.0,352.0,362.5,3388441
2020-11-16,367.5,369.0,364.5,369.0,3336197
2020-11-17,374.0,380.5,371.0,372.0,4318845
2020-11-18,373.5,378.0,372.0,378.0,3469418
2020-11-19,381.5,386.0,378.0,381.0,3568630
2020-11-20,379.0,380.5,373.5,379.5,2325221
2020-11-23,381.5,385.0,380.0,382.0,2228058
2020-11-24,385.0,385.0,373.0,373.5,4152889
2020-11-25,373.5,375.5,366.5,367.5,2845232
2020-11-26,370.5,374.5,369.5,374.5,1394524
2020-11-27,375.0,375.5,369.0,373.5,1974698
2020-11-30,377.0,380.5,371.0,371.0,5365052
2020-12-01,371.5,379.0,371.0,378.5,2154545
2020-12-02,382.0,389.5,382.0,386.0,3911204
2020-12-03,390.0,395.0,379.0,383.5,3286043
2020-12-04,384.0,384.0,374.5,381.5,3011527
2020-12-07,383.0,386.5,378.5,386.5,4752303
2020-12-08,388.0,392.0,387.0,389.0,2830001
2020-12-09,394.0,410.0,391.5,409.0,6143130
2020-12-10,408.0,408.0,394.5,398.0,3411075
2020-12-11,402.0,403.5,386.5,394.5,3382059
2020-12-14,396.0,405.0,395.0,396.5,1743093
2020-12-15,395.5,395.5,387.0,389.0,1729612
2020-12-16,390.0,395.0,390.0,392.0,2101722
2020-12-17,394.5,412.0,394.5,405.0,5568947
2020-12-18,407.5,413.0,403.5,408.0,3484511
2020-12-21,414.5,419.5,398.5,407.0,2787969
2020-12-22,405.0,408.5,395.0,395.5,1833867
2020-12-23,395.5,399.0,391.5,397.0,912569
2020-12-24,400.0,400.0,395.0,396.5,603015
2020-12-25,398.5,408.0,397.0,400.5,1282964
2020-12-28,405.0,406.0,396.0,397.0,1520464
2020-12-29,397.5,399.5,387.0,388.0,3483169
2020-12-30,388.5,392.5,381.5,391.5,3160319
2020-12-31,392.0,394.0,389.5,390.5,1908701
2021-01-04,389.0,394.5,388.5,388.5,4030292
2021-01-05,386.0,387.5,383.0,387.0,3804534
2021-01-06,387.0,409.0,387.0,403.5,7777398
2021-01-07,407.5,412.0,403.0,405.5,4558461
2021-01-08,401.0,405.0,391.0,400.0,3620398
2021-01-11,401.0,432.0,401.0,431.5,8410188
2021-01-12,434.5,446.0,423.0,428.5,6188893
2021-01-13,436.0,449.5,435.0,445.0,6113147
2021-01-14,445.0,455.5,439.0,445.0,4512828
2021-01-15,452.0,455.5,442.0,444.0,3898217
2021-01-18,448.0,451.0,430.0,441.5,5336030
2021-01-19,445.0,475.0,443.0,469.0,5308915
2021-01-20,466.5,483.5,462.0,473.5,6050121
2021-01-21,477.0,501.0,477.0,497.5,7146309
2021-01-22,492.0,512.0,490.0,496.0,4289371
2021-01-25,496.0,508.0,488.0,493.5,3311092
2021-01-26,500.0,503.0,478.0,480.0,4022981
2021-01-27,489.0,500.0,477.0,486.0,5360688
2021-01-28,476.0,492.5,476.0,480.0,5011990
2021-01-29,480.5,485.0,451.5,451.5,8140777
2021-02-01,450.5,469.0,447.5,467.0,3644357
2021-02-02,475.0,483.5,466.0,482.0,4204056
2021-02-03,491.0,500.0,487.0,497.0,6789962
2021-02-04,497.0,497.0,475.0,476.5,5454769
2021-02-05,486.0,505.0,482.0,495.0,5690981
2021-02-17,510.0,524.0,506.0,515.0,5983971
2021-02-18,517.0,517.0,503.0,507.0,3067479
2021-02-19,498.0,502.0,488.0,494.0,4279344
2021-02-22,497.5,499.0,485.0,487.5,3746010
2021-02-23,483.0,484.0,470.0,482.0,5324613
2021-02-24,479.0,488.5,473.0,478.0,3089352
2021-02-25,487.0,489.0,478.0,480.5,2430001
2021-02-26,470.0,472.5,460.0,460.0,4954276
2021-03-02,471.5,478.0,465.5,466.0,3588243
2021-03-03,470.0,471.5,455.0,462.5,3738675
2021-03-04,461.0,464.5,441.5,450.0,5624502
2021-03-05,446.0,459.5,440.5,458.5,4583882
2021-03-08,465.5,469.0,443.0,444.0,5468519
2021-03-09,441.0,447.0,430.0,431.0,4807778
2021-03-10,437.0,439.0,431.0,433.0,2875817
2021-03-11,433.0,444.5,432.0,444.0,3203021
2021-03-12,449.0,454.0,442.0,442.5,2651078
2021-03-15,442.5,448.0,440.0,442.0,1658966
2021-03-16,448.0,455.0,445.5,452.0,3544652
2021-03-17,456.0,461.0,451.0,453.0,3820927
2021-03-18,458.5,468.0,457.0,462.5,3586611
2021-03-19,458.0,458.0,448.5,456.5,3242314
2021-03-22,456.5,461.0,450.5,456.0,1879379
2021-03-23,457.0,465.0,457.0,458.5,2185949
2021-03-24,455.0,459.0,451.0,452.5,1789671
2021-03-25,450.0,467.0,448.5,466.5,3084303
2021-03-26,470.5,485.5,468.0,484.5,5715989
2021-03-29,491.0,495.0,485.5,489.5,3234884
2021-03-30,496.5,503.0,490.5,502.0,5538635
2021-03-31,502.0,502.0,492.5,494.0,2374127
2021-04-01,496.0,499.5,483.0,490.0,2406210
2021-04-06,500.0,509.0,496.5,507.0,2960580
2021-04-07,500.0,505.0,494.0,504.0,2271075
2021-04-08,495.0,507.0,495.0,502.0,2009083
2021-04-09,508.0,511.0,497.5,499.0,2178819
2021-04-12,505.0,505.0,482.0,482.5,3127337
2021-04-13,486.0,504.0,485.5,488.0,3393709
2021-04-14,495.5,507.0,485.0,497.5,4220433
2021-04-15,497.0,501.0,491.0,500.0,2129333
2021-04-16,497.5,502.0,493.0,499.0,2392367
2021-04-19,499.0,505.0,494.0,500.0,2312231
2021-04-20,500.0,506.0,496.0,505.0,2363499
2021-04-21,510.0,520.0,491.5,493.5,4638510
2021-04-22,496.0,505.0,494.5,500.0,3346577
2021-04-23,500.0,519.0,497.0,519.0,4498066
2021-04-26,531.0,546.0,514.0,530.0,5547504
2021-04-27,534.0,548.0,532.0,537.0,4155576
2021-04-28,534.0,542.0,528.0,538.0,2769835
2021-04-29,535.0,541.0,532.0,532.0,2323274
2021-05-03,528.0,539.0,519.0,519.0,2734786
2021-05-04,520.0,524.0,490.0,507.0,3850274
2021-05-05,508.0,514.0,499.0,499.0,2568279
2021-05-06,504.0,521.0,498.5,513.0,3947680
2021-05-07,511.0,520.0,509.0,516.0,1882210
2021-05-10,517.0,521.0,500.0,504.0,1494652
2021-05-11,493.0,497.0,454.0,456.0,4719723
2021-05-12,455.0,459.0,410.5,436.0,5765389
2021-05-13,439.0,462.0,421.0,450.5,5705258
2021-05-14,451.0,466.0,449.0,451.5,3138491
2021-05-17,440.0,459.5,430.0,439.5,2517132
2021-05-18,446.0,481.0,446.0,470.0,3907126
2021-05-19,463.0,475.0,453.5,455.5,2534862
2021-05-20,458.5,459.0,445.0,450.0,2044110
2021-05-21,460.0,460.0,443.0,451.5,2250359
2021-05-24,450.0,458.5,441.0,452.5,1940904
2021-05-25,457.0,474.5,454.0,469.0,3942617
2021-05-26,469.0,493.0,465.5,485.5,3916872
2021-05-27,484.0,489.5,477.0,489.5,4874583
2021-05-28,487.0,502.0,487.0,497.0,2213532
2021-05-31,499.0,504.0,490.0,499.0,2224033
2021-06-01,501.0,509.0,500.0,506.0,1734810
2021-06-02,510.0,510.0,490.5,491.5,2189385
2021-06-03,492.0,503.0,492.0,500.0,1436960
2021-06-04,495.0,503.0,494.5,502.0,763931
2021-06-07,502.0,508.0,483.5,504.0,1812656
2021-06-08,510.0,512.0,501.0,502.0,1047948
2021-06-09,502.0,506.0,496.0,497.5,1459117
2021-06-10,502.0,521.0,501.0,516.0,2651901
2021-06-11,520.0,520.0,513.0,513.0,994568
2021-06-15,517.0,528.0,516.0,518.0,1723127
2021-06-16,518.0,523.0,512.0,516.0,1216517
2021-06-17,511.0,523.0,509.0,519.0,1121688
2021-06-18,522.0,525.0,516.0,516.0,1962186
2021-06-21,512.0,513.0,497.0,499.5,1855371
2021-06-22,491.0,502.0,482.0,487.0,2557525
2021-06-23,489.0,495.0,481.0,484.0,4579029
2021-06-24,490.0,514.0,490.0,510.0,4270546
2021-06-25,510.0,510.0,496.0,496.5,1728895
2021-06-28,498.5,506.0,493.0,498.0,966958
2021-06-29,502.0,511.0,501.0,501.0,1693506
2021-06-30,503.0,511.0,500.0,505.0,1427114
2021-07-01,514.0,514.0,492.0,492.5,2415993
2021-07-02,489.0,508.0,489.0,505.0,1735470
2021-07-05,509.0,522.0,508.0,521.0,2249766
2021-07-06,524.0,524.0,515.0,516.0,992697
2021-07-07,517.0,527.0,512.0,523.0,2208011
2021-07-08,522.0,530.0,517.0,524.0,2100603
2021-07-09,520.0,524.0,508.0,515.0,1633844
2021-07-12,517.0,524.0,517.0,520.0,1126223
2021-07-13,520.0,530.0,517.0,522.0,2547422
2021-07-14,517.0,524.0,517.0,521.0,1140062
2021-07-15,523.0,540.0,522.0,538.0,2856264
2021-07-16,532.0,545.0,529.0,545.0,1728973
2021-07-19,539.0,565.0,535.0,560.0,3813035
2021-07-20,556.0,565.0,548.0,552.0,2204266
2021-07-21,560.0,586.0,558.0,569.0,3290740
2021-07-22,570.0,581.0,563.0,569.0,3040457
2021-07-23,577.0,577.0,558.0,560.0,3313593
2021-07-26,588.0,588.0,563.0,567.0,4325100
2021-07-27,585.0,621.0,583.0,613.0,8166744
2021-07-28,597.0,599.0,575.0,587.0,4819279
2021-07-29,598.0,605.0,572.0,599.0,4422176
2021-07-30,594.0,603.0,587.0,588.0,3368622
2021-08-02,594.0,598.0,581.0,590.0,1897760
2021-08-03,607.0,609.0,582.0,600.0,3292284
2021-08-04,600.0,608.0,592.0,602.0,1772013
2021-08-05,609.0,613.0,601.0,610.0,1810234
2021-08-06,614.0,621.0,597.0,603.0,2376782
2021-08-09,595.0,598.0,585.0,586.0,1565498
2021-08-10,590.0,594.0,575.0,582.0,2003290
2021-08-11,580.0,580.0,556.0,563.0,2262626
2021-08-12,556.0,573.0,556.0,563.0,1752124
2021-08-13,560.0,563.0,542.0,542.0,2287391
2021-08-16,538.0,551.0,530.0,545.0,1692183
2021-08-17,547.0,549.0,529.0,529.0,1728023
2021-08-18,510.0,552.0,510.0,551.0,2446237
2021-08-19,537.0,542.0,517.0,517.0,3064460
2021-08-20,530.0,547.0,522.0,537.0,2567952
2021-08-23,543.0,557.0,540.0,552.0,1616756
2021-08-24,556.0,558.0,548.0,550.0,1936780
2021-08-25,559.0,560.0,549.0,550.0,1272956
2021-08-26,551.0,551.0,536.0,542.0,1812560
2021-08-27,535.0,543.0,532.0,540.0,1544692
2021-08-30,545.0,558.0,542.0,548.0,1467278
2021-08-31,548.0,556.0,543.0,554.0,1595264
2021-09-01,564.0,584.0,557.0,577.0,3110832
2021-09-02,570.0,580.0,566.0,566.0,2058781
2021-09-03,570.0,574.0,558.0,565.0,2055565
2021-09-06,575.0,575.0,553.0,557.0,5031749
2021-09-07,563.0,563.0,540.0,546.0,1843922
2021-09-08,536.0,541.0,520.0,525.0,1574778
2021-09-09,518.0,534.0,516.0,525.0,1423033
2021-09-10,523.0,539.0,523.0,537.0,2205691
2021-09-13,537.0,541.0,532.0,534.0,1178584
2021-09-14,536.0,539.0,525.0,529.0,1323657
2021-09-15,526.0,533.0,516.0,517.0,1897250
2021-09-16,515.0,525.0,513.0,518.0,1328255
2021-09-17,519.0,530.0,513.0,524.0,2516020
2021-09-22,504.0,505.0,480.0,488.5,4489817
2021-09-23,492.5,517.0,492.5,509.0,2718284
2021-09-24,510.0,529.0,503.0,508.0,3350093
2021-09-27,510.0,518.0,502.0,513.0,1881949
2021-09-28,508.0,512.0,501.0,502.0,1022906
2021-09-29,489.0,491.5,477.0,486.0,3626932
2021-09-30,486.0,497.5,482.5,495.5,2339527
2021-10-01,485.5,487.5,471.0,476.5,2647683
2021-10-04,480.0,482.0,460.5,465.0,2381123
2021-10-05,446.0,473.0,445.0,469.0,4617269
2021-10-06,479.0,483.5,469.0,474.5,2554073
2021-10-07,484.0,497.0,483.0,492.0,3179758
2021-10-08,488.0,497.5,478.0,480.5,2853935
2021-10-12,474.0,479.5,462.0,464.0,3347772
2021-10-13,456.5,468.0,447.5,448.5,3208632
2021-10-14,458.0,464.0,453.0,461.5,2675084
2021-10-15,466.5,476.0,465.0,469.0,2869387
2021-10-18,474.0,477.0,460.0,462.0,1673947
2021-10-19,468.5,481.5,465.0,478.0,2629946
2021-10-20,480.0,486.0,474.5,475.0,2120385
2021-10-21,473.0,485.0,473.0,474.0,1917768
2021-10-22,475.0,478.0,469.0,475.0,1332722
2021-10-25,481.0,495.0,478.0,486.0,3334422
2021-10-26,486.0,492.5,483.5,487.0,3131851
2021-10-27,490.0,502.0,486.5,500.0,2170934
2021-10-28,495.5,504.0,494.0,500.0,1965071
2021-10-29,502.0,504.0,494.0,499.0,2457121
2021-11-01,503.0,509.0,492.0,500.0,2999833
2021-11-02,503.0,505.0,491.0,491.5,2250705
2021-11-03,498.0,498.0,484.5,489.5,1511907
2021-11-04,496.5,496.5,481.5,485.5,1555033
2021-11-05,488.0,504.0,488.0,499.5,2757889
2021-11-08,502.0,505.0,497.5,505.0,1034362
2021-11-09,508.0,521.0,506.0,511.0,2315809
2021-11-10,515.0,525.0,511.0,519.0,2280196
2021-11-11,516.0,523.0,511.0,522.0,1389516
2021-11-12,526.0,530.0,518.0,523.0,1588836
2021-11-15,528.0,545.0,527.0,542.0,2478562
2021-11-16,545.0,550.0,536.0,549.0,1666750
2021-11-17,550.0,560.0,545.0,550.0,2222949
2021-11-18,552.0,553.0,546.0,549.0,1130400
2021-11-19,550.0,556.0,545.0,547.0,1180608
2021-11-22,550.0,553.0,548.0,548.0,733655
2021-11-23,543.0,547.0,535.0,544.0,1870463
2021-11-24,544.0,547.0,538.0,542.0,814559
2021-11-25,544.0,553.0,540.0,544.0,978715
2021-11-26,541.0,549.0,533.0,534.0,1719001
2021-11-29,528.0,540.0,521.0,536.0,2135467
2021-11-30,545.0,555.0,537.0,555.0,3557094
2021-12-01,546.0,551.0,542.0,549.0,1447440
2021-12-02,549.0,558.0,549.0,554.0,1386008
2021-12-03,554.0,558.0,550.0,555.0,1266934
2021-12-06,560.0,580.0,558.0,577.0,2992658
2021-12-07,577.0,581.0,559.0,565.0,3232341
2021-12-08,576.0,579.0,565.0,565.0,2115250
2021-12-09,565.0,570.0,558.0,558.0,933952
2021-12-10,555.0,557.0,548.0,554.0,960689
2021-12-13,558.0,561.0,552.0,556.0,558094
2021-12-14,553.0,555.0,544.0,545.0,1200525
2021-12-15,545.0,555.0,541.0,553.0,1061404
2021-12-16,558.0,573.0,553.0,569.0,1890380
2021-12-17,568.0,575.0,562.0,567.0,2036207
2021-12-20,568.0,571.0,552.0,553.0,1587713
2021-12-21,558.0,574.0,556.0,569.0,1261964
2021-12-22,573.0,576.0,566.0,573.0,891580
2021-12-23,579.0,584.0,567.0,572.0,1474972
2021-12-24,575.0,578.0,563.0,564.0,932808
2021-12-27,569.0,579.0,567.0,576.0,985453
2021-12-28,578.0,585.0,577.0,583.0,916325
2021-12-29,582.0,584.0,576.0,578.0,630837
2021-12-30,578.0,583.0,575.0,580.0,585181
2022-01-03,589.0,594.0,571.0,573.0,1956065
2022-01-04,576.0,580.0,556.0,558.0,2501707
2022-01-05,556.0,565.0,556.0,563.0,1860504
2022-01-06,560.0,565.0,548.0,555.0,2932109
2022-01-07,563.0,566.0,548.0,555.0,2274586
2022-01-10,553.0,562.0,548.0,557.0,1986933
2022-01-11,558.0,562.0,539.0,543.0,3637036
2022-01-12,553.0,553.0,539.0,543.0,2767629
2022-01-13,538.0,546.0,534.0,540.0,1876779
2022-01-14,538.0,539.0,527.0,532.0,1637786
2022-01-17,527.0,539.0,527.0,536.0,1267005
2022-01-18,539.0,547.0,536.0,537.0,1547977
2022-01-19,535.0,545.0,533.0,541.0,1334352
2022-01-20,534.0,547.0,534.0,540.0,1272460
2022-01-21,538.0,546.0,537.0,544.0,1874305
2022-01-24,540.0,543.0,530.0,535.0,1602014
2022-01-25,530.0,542.0,527.0,531.0,1962851
2022-01-26,533.0,540.0,526.0,526.0,1502378
2022-02-07,525.0,531.0,503.0,506.0,3059832
2022-02-08,511.0,518.0,504.0,514.0,2432891
2022-02-09,491.0,517.0,491.0,511.0,4694656
2022-02-10,506.0,514.0,505.0,510.0,2629295
2022-02-11,505.0,510.0,500.0,504.0,3092763
2022-02-14,500.0,501.0,486.0,487.5,2699172
2022-02-15,490.0,496.0,488.0,490.0,2381077
2022-02-16,497.0,507.0,496.0,503.0,2610737
2022-02-17,505.0,505.0,489.0,489.0,2496425
2022-02-18,482.0,486.5,479.0,483.0,2553026
